subject,sessionIndex,rep,H.period,H.t,H.i,H.e,H.five,H.Shift.r,H.o,H.a,H.n,H.l,H.Return
s047,8,32,0.0673,0.0675,0.077,0.0617,0.0813,0.0997,0.0757,0.0451,0.1314,0.1196,0.0992
s047,8,33,0.0757,0.048,0.0683,0.0668,0.1016,0.1013,0.0736,0.0504,0.1343,0.1185,0.1108
s047,8,34,0.0797,0.0736,0.0786,0.0784,0.0797,0.0877,0.0794,0.0646,0.1496,0.1243,0.1016
s047,8,35,0.0897,0.0897,0.0979,0.095,0.0857,0.0779,0.0385,0.072,0.1586,0.158,0.1237
s047,8,36,0.072,0.0739,0.0728,0.0865,0.0952,0.0898,0.0886,0.0493,0.1333,0.1346,0.1234
s047,8,37,0.1438,0.0828,0.0765,0.076,0.0718,0.0915,0.0446,0.0464,0.1272,0.1148,0.09
s047,8,38,0.0625,0.0631,0.0559,0.043,0.086,0.0636,0.086,0.0668,0.1511,0.1203,0.0976
s047,8,39,0.086,0.0868,0.042,0.0762,0.0823,0.0868,0.1414,0.1203,0.1778,0.086,0.1169
s047,8,40,0.0831,0.0884,0.0752,0.0828,0.0802,0.0837,0.0849,0.0958,0.1541,0.1174,0.0902
s047,8,41,0.0963,0.0907,0.0826,0.0905,0.0802,0.0879,0.0992,0.0868,0.1327,0.1118,0.1082
s047,8,42,0.0818,0.0773,0.0686,0.081,0.0923,0.0742,0.1261,0.1021,0.1419,0.1182,0.0939
s047,8,43,0.0628,0.0926,0.0383,0.0907,0.0981,0.0869,0.0849,0.0918,0.148,0.11,0.1053
s047,8,44,0.0683,0.0997,0.0897,0.0892,0.0881,0.0889,0.0839,0.0768,0.0939,0.1474,0.1018
s047,8,45,0.0849,0.091,0.0491,0.0876,0.1089,0.0763,0.0889,0.0952,0.1176,0.1155,0.0836
s047,8,46,0.0425,0.0755,0.0918,0.0895,0.0907,0.0879,0.0768,0.1071,0.1171,0.1469,0.0942
s047,8,47,0.0728,0.0694,0.0787,0.09,0.0823,0.0647,0.0934,0.0947,0.1134,0.1227,0.1005
s047,8,48,0.0894,0.0802,0.0865,0.1066,0.0902,0.0567,0.0828,0.0892,0.1269,0.1419,0.0755
s047,8,49,0.0984,0.0852,0.0805,0.1071,0.0865,0.0857,0.091,0.0973,0.1322,0.1532,0.0939
s047,8,50,0.0818,0.081,0.0923,0.0865,0.0815,0.0778,0.072,0.0992,0.0997,0.1287,0.0739
s048,1,1,0.0884,0.124,0.0678,0.0815,0.0728,0.0853,0.0839,0.1053,0.0886,0.091,0.0799
s048,1,2,0.0936,0.0857,0.0583,0.0749,0.0704,0.0952,0.0628,0.1039,0.0902,0.0544,0.1055
s048,1,3,0.0989,0.0818,0.0691,0.0644,0.071,0.0926,0.0636,0.0454,0.1031,0.0826,0.1219
s048,1,4,0.105,0.0652,0.0594,0.0623,0.0828,0.094,0.082,0.1018,0.0733,0.0733,0.0739
s048,1,5,0.0881,0.0823,0.067,0.0683,0.0747,0.0876,0.0599,0.0591,0.0926,0.081,0.0921
s048,1,6,0.0913,0.0741,0.0657,0.0799,0.0697,0.0594,0.076,0.0889,0.0604,0.0797,0.0828
s048,1,7,0.1,0.0805,0.048,0.0815,0.0773,0.0612,0.0533,0.0615,0.0617,0.0818,0.0992
s048,1,8,0.0971,0.0675,0.0749,0.0799,0.0662,0.0879,0.0797,0.0849,0.0409,0.0789,0.0918
s048,1,9,0.0942,0.0819,0.0595,0.0976,0.0847,0.0813,0.0591,0.0797,0.067,0.0781,0.0702
s048,1,10,0.0823,0.0942,0.0546,0.0944,0.0773,0.077,0.0728,0.0936,0.0757,0.0973,0.0926
s048,1,11,0.1103,0.0762,0.0567,0.105,0.0686,0.0876,0.0541,0.0749,0.0604,0.0232,0.1097
s048,1,12,0.1026,0.0958,0.0787,0.0704,0.0942,0.0844,0.0681,0.1095,0.0686,0.0857,0.0863
s048,1,13,0.106,0.0926,0.0594,0.0807,0.0855,0.0895,0.1097,0.1079,0.0678,0.0955,0.1153
s048,1,14,0.0966,0.0871,0.0707,0.0976,0.076,0.0818,0.0813,0.0971,0.0836,0.0807,0.1601
s048,1,15,0.11,0.0902,0.0778,0.0828,0.0828,0.0768,0.076,0.0844,0.0733,0.0765,0.1271
s048,1,16,0.1024,0.0876,0.0623,0.0892,0.0736,0.0372,0.0372,0.0923,0.0781,0.1047,0.1145
s048,1,17,0.1092,0.0971,0.0776,0.09,0.0921,0.1027,0.0942,0.0997,0.0826,0.0726,0.1453
s048,1,18,0.1095,0.0935,0.0639,0.0768,0.0739,0.0708,0.0733,0.0857,0.0791,0.1034,0.0926
s048,1,19,0.0878,0.0868,0.0744,0.0733,0.0718,0.086,0.0699,0.0831,0.081,0.0807,0.1414
s048,1,20,0.1237,0.0836,0.0958,0.0823,0.0897,0.0868,0.101,0.0976,0.0829,0.1,0.1068
s048,1,21,0.1277,0.1,0.0842,0.0936,0.0673,0.1048,0.0929,0.0868,0.0952,0.0942,0.1076
s048,1,22,0.1176,0.0852,0.0839,0.0863,0.0836,0.0934,0.0747,0.1005,0.0755,0.0844,0.0195
s048,1,23,0.1263,0.0923,0.0944,0.0847,0.0839,0.0826,0.0689,0.0913,0.0728,0.0934,0.1071
s048,1,24,0.0831,0.0931,0.0736,0.0944,0.0757,0.1018,0.0778,0.0913,0.0762,0.0878,0.1203
s048,1,25,0.1,0.0921,0.0633,0.0831,0.0799,0.105,0.1029,0.0905,0.0952,0.0918,0.1432
s048,1,26,0.1279,0.0979,0.0847,0.0955,0.0868,0.0937,0.1037,0.0884,0.0915,0.1037,0.1253
s048,1,27,0.1111,0.0915,0.0697,0.0873,0.0789,0.086,0.0984,0.1024,0.086,0.0855,0.1192
s048,1,28,0.1184,0.0926,0.0723,0.0823,0.0918,0.0776,0.0868,0.1145,0.0736,0.0971,0.1097
s048,1,29,0.1053,0.0874,0.075,0.0913,0.0905,0.0791,0.0818,0.1034,0.0728,0.0894,0.1274
s048,1,30,0.1242,0.0728,0.066,0.0847,0.0818,0.082,0.0731,0.0923,0.0778,0.0926,0.0981
s048,1,31,0.1179,0.0918,0.0681,0.105,0.0815,0.0863,0.0794,0.0921,0.0834,0.0731,0.1211
s048,1,32,0.1074,0.0892,0.0343,0.0831,0.0786,0.1069,0.0997,0.0942,0.0726,0.0849,0.0491
s048,1,33,0.1224,0.0995,0.076,0.0749,0.0768,0.0847,0.0691,0.1008,0.076,0.0907,0.1079
s048,1,34,0.1198,0.101,0.0694,0.0723,0.0799,0.0965,0.0747,0.0818,0.0781,0.0715,0.1137
s048,1,35,0.0781,0.0918,0.0992,0.1295,0.0826,0.0929,0.0718,0.1039,0.0868,0.0955,0.1097
s048,1,36,0.11,0.104,0.0839,0.0955,0.0855,0.0958,0.0905,0.0966,0.0857,0.096,0.1134
s048,1,37,0.0973,0.0923,0.0657,0.0968,0.0794,0.1082,0.0797,0.0944,0.0897,0.0892,0.1153
s048,1,38,0.1213,0.0892,0.0749,0.0849,0.0715,0.091,0.0931,0.0913,0.0839,0.0826,0.1016
s048,1,39,0.0813,0.1021,0.0702,0.0981,0.0762,0.0749,0.0842,0.1153,0.0852,0.0918,0.1042
s048,1,40,0.0952,0.0865,0.0641,0.0755,0.076,0.0865,0.0675,0.1103,0.0805,0.0889,0.1482
s048,1,41,0.1031,0.1105,0.0799,0.0897,0.0768,0.0839,0.0646,0.0915,0.0404,0.0952,0.1124
s048,1,42,0.096,0.1029,0.0752,0.1182,0.0902,0.0923,0.0884,0.11,0.0802,0.0902,0.1018
s048,1,43,0.0884,0.0995,0.0741,0.1,0.0781,0.0997,0.0752,0.1132,0.0881,0.0931,0.1147
s048,1,44,0.1063,0.0968,0.0826,0.0894,0.0905,0.0828,0.0813,0.1063,0.0897,0.0942,0.1292
s048,1,45,0.1087,0.0836,0.0847,0.1045,0.0697,0.0948,0.0873,0.0968,0.0865,0.0939,0.1097
s048,1,46,0.1295,0.0935,0.0803,0.0947,0.0776,0.0976,0.0939,0.114,0.0847,0.096,0.1126
s048,1,47,0.0865,0.0966,0.071,0.0757,0.0646,0.0905,0.0818,0.1367,0.0905,0.0805,0.1111
s048,1,48,0.1118,0.096,0.0602,0.0929,0.077,0.0903,0.0892,0.0881,0.0918,0.1612,0.1176
s048,1,49,0.1327,0.0952,0.0799,0.0686,0.0802,0.0929,0.0799,0.1074,0.0981,0.0987,0.1002
s048,1,50,0.1084,0.095,0.0878,0.0755,0.0726,0.0848,0.0842,0.1039,0.0852,0.0715,0.1134
s048,2,1,0.095,0.0908,0.0782,0.0828,0.0741,0.0768,0.0765,0.0839,0.0602,0.0881,0.0918
s048,2,2,0.1121,0.0703,0.0647,0.0834,0.076,0.081,0.0694,0.0849,0.0686,0.0889,0.0931
s048,2,3,0.0791,0.086,0.0762,0.0913,0.0639,0.0849,0.0673,0.1299,0.0618,0.0813,0.0915
s048,2,4,0.1124,0.0805,0.0786,0.0947,0.0794,0.0726,0.0765,0.0726,0.0573,0.0923,0.0844
s048,2,5,0.1184,0.0924,0.0679,0.1097,0.0791,0.0892,0.0757,0.0784,0.0768,0.1021,0.1029
s048,2,6,0.1166,0.0813,0.0839,0.0915,0.0918,0.1072,0.0596,0.0849,0.0749,0.0849,0.0955
s048,2,7,0.0921,0.0934,0.0762,0.1029,0.0762,0.0768,0.076,0.1037,0.0536,0.0881,0.0905
s048,2,8,0.0966,0.0689,0.0834,0.0905,0.0654,0.0889,0.0755,0.0694,0.0618,0.0849,0.0781
s048,2,9,0.0847,0.0937,0.0708,0.0939,0.0707,0.0649,0.0768,0.0683,0.0683,0.0847,0.0813
s048,2,10,0.1116,0.0855,0.0697,0.1045,0.0813,0.0832,0.0654,0.1126,0.0617,0.0942,0.091
s048,2,11,0.0989,0.0868,0.0675,0.0926,0.0644,0.0979,0.0739,0.1076,0.0675,0.0768,0.0929
s048,2,12,0.0944,0.0818,0.052,0.1074,0.0747,0.0997,0.0681,0.134,0.071,0.0823,0.0936
s048,2,13,0.1372,0.0805,0.0715,0.12,0.0797,0.0544,0.0765,0.0931,0.0554,0.0744,0.1095
s048,2,14,0.1068,0.0898,0.0681,0.1121,0.0559,0.0741,0.0683,0.0849,0.0707,0.0958,0.0966
s048,2,15,0.1002,0.0915,0.0768,0.1013,0.0723,0.086,0.077,0.0778,0.061,0.0757,0.1166
s048,2,16,0.1184,0.0779,0.0676,0.1237,0.0776,0.0844,0.0868,0.0902,0.066,0.0971,0.1058
s048,2,17,0.1147,0.0889,0.0689,0.1134,0.0936,0.071,0.0852,0.0876,0.0702,0.0944,0.0968
s048,2,18,0.1087,0.0953,0.0808,0.1132,0.0673,0.1138,0.0768,0.1111,0.0797,0.0871,0.0871
s048,2,19,0.1047,0.091,0.0718,0.12,0.0689,0.0726,0.0657,0.081,0.066,0.1018,0.0857
s048,2,20,0.0781,0.1074,0.0753,0.0776,0.0797,0.0636,0.0757,0.0907,0.0694,0.061,0.0973
s048,2,21,0.0973,0.0955,0.081,0.0805,0.0836,0.0699,0.0594,0.1037,0.0678,0.0834,0.1013
s048,2,22,0.1182,0.0947,0.0902,0.1063,0.0791,0.0813,0.0894,0.0979,0.0689,0.1053,0.149
s048,2,23,0.1002,0.0943,0.0742,0.0926,0.0744,0.0826,0.0784,0.0849,0.086,0.0704,0.1089
s048,2,24,0.1118,0.0989,0.0689,0.0944,0.0886,0.0855,0.0755,0.0871,0.071,0.0807,0.0868
s048,2,25,0.081,0.0855,0.0757,0.0926,0.0831,0.0826,0.0728,0.0881,0.0868,0.0995,0.1066
s048,2,26,0.105,0.0828,0.0805,0.1084,0.071,0.0836,0.0815,0.1251,0.0665,0.0966,0.0921
s048,2,27,0.1153,0.0876,0.0733,0.0902,0.0739,0.0733,0.0668,0.0968,0.0797,0.0876,0.0878
s048,2,28,0.0923,0.0857,0.0644,0.1042,0.0905,0.0955,0.0857,0.0889,0.0675,0.0929,0.0873
s048,2,29,0.081,0.081,0.0773,0.1079,0.0781,0.09,0.0697,0.1095,0.0739,0.0834,0.0947
s048,2,30,0.0995,0.0895,0.084,0.1124,0.0799,0.0926,0.0773,0.1079,0.0678,0.0892,0.0968
s048,2,31,0.091,0.0847,0.0731,0.0907,0.0757,0.0665,0.0636,0.1129,0.0649,0.1018,0.0884
s048,2,32,0.1263,0.0915,0.0805,0.0863,0.0778,0.0905,0.077,0.1308,0.0665,0.0807,0.0921
s048,2,33,0.0942,0.0979,0.0728,0.0952,0.0889,0.096,0.0813,0.0715,0.0881,0.0789,0.1024
s048,2,34,0.0681,0.0784,0.0604,0.1095,0.0865,0.1063,0.0755,0.1124,0.0799,0.0802,0.0813
s048,2,35,0.0826,0.0807,0.0747,0.1058,0.0831,0.0594,0.0897,0.0778,0.053,0.0799,0.0995
s048,2,36,0.1163,0.0915,0.0823,0.1013,0.0936,0.0926,0.0815,0.0973,0.0744,0.0886,0.0863
s048,2,37,0.1108,0.0865,0.0617,0.0765,0.1137,0.0913,0.082,0.1277,0.0694,0.0744,0.0905
s048,2,38,0.1031,0.0836,0.0807,0.0989,0.0649,0.0807,0.0813,0.0915,0.0847,0.0871,0.0944
s048,2,39,0.0815,0.095,0.0955,0.0979,0.0847,0.0834,0.0757,0.1205,0.0762,0.0868,0.0784
s048,2,40,0.0733,0.0831,0.0815,0.0915,0.0704,0.076,0.077,0.0849,0.0847,0.0847,0.0905
s048,2,41,0.0905,0.0881,0.0741,0.0995,0.0757,0.0865,0.0604,0.1026,0.0768,0.0876,0.119
s048,2,42,0.1039,0.091,0.0794,0.0989,0.0799,0.0712,0.0744,0.1018,0.0778,0.0847,0.095
s048,2,43,0.1126,0.0931,0.0691,0.1079,0.0789,0.0987,0.0778,0.1174,0.0731,0.0873,0.1029
s048,2,44,0.1121,0.0826,0.0871,0.1039,0.0897,0.1227,0.0839,0.1203,0.0942,0.1005,0.11
s048,2,45,0.1314,0.0947,0.0805,0.1039,0.0828,0.0884,0.0884,0.1155,0.0955,0.091,0.0971
s048,2,46,0.0947,0.091,0.0881,0.1147,0.0963,0.0881,0.0741,0.106,0.0844,0.096,0.0997
s048,2,47,0.1103,0.0979,0.0649,0.0923,0.0958,0.0897,0.0794,0.0923,0.0794,0.0878,0.0377
s048,2,48,0.1377,0.0829,0.0737,0.0979,0.0944,0.1242,0.0839,0.0958,0.0815,0.0907,0.0958
s048,2,49,0.0749,0.0794,0.0678,0.114,0.0815,0.0926,0.0963,0.0923,0.0733,0.0894,0.0929
s048,2,50,0.1063,0.0939,0.086,0.0907,0.0799,0.0942,0.0952,0.0944,0.0976,0.0876,0.0981
s048,3,1,0.0628,0.071,0.0633,0.0892,0.0844,0.0741,0.0736,0.0644,0.0691,0.0791,0.0929
s048,3,2,0.0855,0.0689,0.0868,0.0852,0.086,0.1,0.0939,0.0649,0.0741,0.0797,0.0857
s048,3,3,0.0907,0.0728,0.0541,0.0741,0.0881,0.0987,0.1042,0.0813,0.0878,0.0773,0.0955
s048,3,4,0.0905,0.0707,0.0715,0.0784,0.0736,0.1124,0.1002,0.0844,0.0849,0.0749,0.0884
s048,3,5,0.0799,0.076,0.0475,0.0902,0.0681,0.0842,0.0955,0.0805,0.0823,0.0776,0.0871
s048,3,6,0.1055,0.0668,0.0631,0.0857,0.072,0.0876,0.0784,0.0768,0.0697,0.0691,0.0926
s048,3,7,0.0884,0.0736,0.0515,0.081,0.0799,0.0852,0.0944,0.072,0.0731,0.0913,0.095
s048,3,8,0.0944,0.0739,0.0628,0.0842,0.046,0.0881,0.1005,0.0763,0.0861,0.0884,0.0731
s048,3,9,0.0923,0.072,0.0617,0.0892,0.0704,0.1158,0.0847,0.0921,0.0902,0.082,0.0958
s048,3,10,0.119,0.0834,0.0534,0.0813,0.0781,0.0887,0.0942,0.0523,0.0784,0.0889,0.0886
s048,3,11,0.1039,0.0668,0.066,0.0744,0.0533,0.0739,0.0805,0.0934,0.0755,0.0849,0.0915
s048,3,12,0.0944,0.0762,0.0607,0.0944,0.0707,0.0818,0.0944,0.0715,0.0617,0.0686,0.1008
s048,3,13,0.1013,0.0721,0.0594,0.0718,0.0639,0.081,0.0947,0.0702,0.0631,0.0802,0.1002
s048,3,14,0.1066,0.0565,0.0343,0.0852,0.0654,0.0961,0.0884,0.0697,0.0741,0.0897,0.0863
s048,3,15,0.1105,0.0773,0.0678,0.1039,0.0704,0.0847,0.1097,0.0737,0.0668,0.1084,0.0955
s048,3,16,0.0955,0.0831,0.0559,0.091,0.0826,0.0815,0.0973,0.0749,0.0842,0.1,0.0892
s048,3,17,0.1031,0.0813,0.0501,0.0936,0.0823,0.082,0.0971,0.0828,0.0794,0.0807,0.095
s048,3,18,0.0942,0.0868,0.0536,0.1016,0.0855,0.0855,0.0921,0.0882,0.0739,0.0726,0.0723
s048,3,19,0.1042,0.0747,0.0718,0.0973,0.077,0.0799,0.1045,0.0786,0.0847,0.0726,0.0736
s048,3,20,0.0823,0.0865,0.0723,0.1026,0.0736,0.0749,0.0966,0.0786,0.0892,0.0805,0.1039
s048,3,21,0.0881,0.0926,0.0557,0.0786,0.0794,0.0939,0.0881,0.0931,0.0733,0.0778,0.1182
s048,3,22,0.1192,0.0805,0.0652,0.0921,0.0931,0.0815,0.0799,0.12,0.0828,0.082,0.1055
s048,3,23,0.1084,0.095,0.0834,0.0865,0.0958,0.106,0.0942,0.0815,0.1084,0.106,0.124
s048,3,24,0.1126,0.0884,0.0731,0.1082,0.1005,0.0976,0.1031,0.0934,0.0799,0.0828,0.0404
s048,3,25,0.1008,0.1019,0.0753,0.095,0.0681,0.0863,0.0992,0.101,0.0852,0.0936,0.0865
s048,3,26,0.1053,0.095,0.0501,0.0855,0.0815,0.0799,0.0781,0.1113,0.0836,0.0907,0.0936
s048,3,27,0.1037,0.0834,0.062,0.0926,0.0739,0.125,0.0757,0.0876,0.0828,0.0733,0.1234
s048,3,28,0.0902,0.0926,0.081,0.0989,0.0913,0.1016,0.0871,0.0952,0.0752,0.0857,0.0973
s048,3,29,0.0963,0.0995,0.0799,0.1089,0.0918,0.105,0.086,0.0926,0.0828,0.106,0.1058
s048,3,30,0.0934,0.1016,0.067,0.0905,0.1037,0.0863,0.106,0.0789,0.0981,0.0762,0.0979
s048,3,31,0.1092,0.0849,0.0507,0.1005,0.0728,0.1227,0.0918,0.0873,0.0741,0.0881,0.1116
s048,3,32,0.1205,0.0836,0.0694,0.0889,0.0733,0.115,0.0976,0.0831,0.0768,0.0871,0.1071
s048,3,33,0.1219,0.0802,0.0828,0.0929,0.0892,0.0842,0.0865,0.0918,0.0937,0.0907,0.1153
s048,3,34,0.0955,0.0868,0.067,0.1047,0.0686,0.0934,0.0926,0.1055,0.0865,0.0876,0.1076
s048,3,35,0.0852,0.0857,0.0818,0.0989,0.0849,0.1018,0.0863,0.1047,0.0842,0.0784,0.1016
s048,3,36,0.1079,0.0936,0.0749,0.1213,0.091,0.0868,0.0805,0.091,0.0892,0.0823,0.1037
s048,3,37,0.1016,0.0926,0.061,0.1087,0.0805,0.0768,0.0818,0.1058,0.0881,0.0847,0.1055
s048,3,38,0.0749,0.0823,0.0699,0.091,0.0923,0.0934,0.0699,0.1126,0.077,0.0929,0.1013
s048,3,39,0.0831,0.0844,0.0536,0.106,0.0931,0.0889,0.0884,0.1137,0.0815,0.0868,0.0902
s048,3,40,0.1118,0.0915,0.048,0.1045,0.0665,0.0963,0.0797,0.0955,0.0968,0.0749,0.0995
s048,3,41,0.0823,0.091,0.066,0.0878,0.0739,0.0826,0.0926,0.0868,0.076,0.0926,0.0847
s048,3,42,0.081,0.0881,0.0744,0.0892,0.0752,0.0939,0.0823,0.0752,0.0794,0.086,0.0892
s048,3,43,0.0884,0.0913,0.0644,0.11,0.0765,0.105,0.0897,0.0857,0.0554,0.0886,0.0886
s048,3,44,0.1039,0.0977,0.0782,0.1182,0.0815,0.0852,0.0892,0.0929,0.0816,0.0731,0.0828
s048,3,45,0.1024,0.0955,0.0604,0.1287,0.0857,0.1213,0.0818,0.0958,0.0654,0.0741,0.0971
s048,3,46,0.1024,0.0963,0.0646,0.119,0.0828,0.0897,0.0873,0.0926,0.0765,0.0757,0.0997
s048,3,47,0.0918,0.0981,0.0762,0.1116,0.0889,0.0966,0.1016,0.099,0.0831,0.0694,0.0942
s048,3,48,0.0831,0.0878,0.0818,0.1195,0.0625,0.0915,0.0826,0.0939,0.0887,0.0781,0.0757
s048,3,49,0.1105,0.0971,0.0832,0.1295,0.0786,0.1295,0.0768,0.13,0.0752,0.0736,0.1031
s048,3,50,0.1024,0.09,0.0889,0.1174,0.0863,0.0918,0.0807,0.1498,0.0776,0.0873,0.076
s048,4,1,0.1229,0.0795,0.0634,0.1053,0.0847,0.0955,0.0921,0.0697,0.077,0.11,0.082
s048,4,2,0.1031,0.0892,0.0716,0.0907,0.1053,0.0929,0.0913,0.0927,0.0869,0.0849,0.0936
s048,4,3,0.1031,0.099,0.0892,0.1034,0.1053,0.0839,0.1034,0.0931,0.1216,0.0852,0.0805
s048,4,4,0.1066,0.0924,0.056,0.1002,0.0966,0.1076,0.1037,0.0964,0.0861,0.0926,0.0863
s048,4,5,0.1266,0.0779,0.0583,0.1029,0.1108,0.0937,0.0926,0.0863,0.0881,0.0639,0.0971
s048,4,6,0.1195,0.0837,0.0708,0.1108,0.0907,0.0789,0.0913,0.0879,0.0847,0.0791,0.0923
s048,4,7,0.1108,0.0745,0.0811,0.1184,0.0984,0.0852,0.0997,0.0807,0.0794,0.0773,0.0222
s048,4,8,0.106,0.0755,0.076,0.1113,0.082,0.0944,0.0952,0.1053,0.0918,0.0936,0.0868
s048,4,9,0.0844,0.0863,0.0784,0.0981,0.0989,0.0802,0.0918,0.095,0.1013,0.1053,0.0968
s048,4,10,0.1269,0.0881,0.0831,0.1253,0.0784,0.0981,0.0776,0.1137,0.1056,0.101,0.1097
s048,4,11,0.1024,0.0773,0.082,0.1116,0.0847,0.0628,0.1016,0.1016,0.1101,0.1045,0.101
s048,4,12,0.1261,0.0935,0.0637,0.0955,0.0749,0.0765,0.0849,0.1145,0.1037,0.1034,0.1008
s048,4,13,0.1137,0.0918,0.0794,0.1068,0.1053,0.0832,0.1063,0.0755,0.0884,0.1084,0.1617
s048,4,14,0.0826,0.091,0.0781,0.1097,0.0844,0.1035,0.0968,0.1108,0.0863,0.115,0.0654
s048,4,15,0.1364,0.0894,0.0673,0.0723,0.0652,0.0926,0.1074,0.0913,0.0934,0.1055,0.1084
s048,4,16,0.1089,0.0921,0.0807,0.1227,0.0849,0.0992,0.1103,0.1134,0.0981,0.0678,0.0892
s048,4,17,0.0997,0.0889,0.0852,0.0966,0.0992,0.095,0.1082,0.11,0.0958,0.0976,0.0989
s048,4,18,0.1058,0.0966,0.0931,0.1016,0.1084,0.0881,0.0784,0.0934,0.0902,0.0828,0.0984
s048,4,19,0.0947,0.0894,0.0697,0.1103,0.1029,0.0958,0.0902,0.1058,0.1106,0.0945,0.0776
s048,4,20,0.1205,0.1056,0.094,0.129,0.1103,0.0876,0.1037,0.0998,0.1056,0.0958,0.1145
s048,4,21,0.106,0.0784,0.0876,0.1198,0.0892,0.0852,0.0823,0.1288,0.0974,0.1082,0.1002
s048,4,22,0.1153,0.085,0.0757,0.1327,0.0842,0.0852,0.0939,0.1076,0.0981,0.0865,0.0855
s048,4,23,0.129,0.099,0.0811,0.1221,0.0834,0.094,0.0987,0.1087,0.1069,0.1089,0.0818
s048,4,24,0.0913,0.0979,0.0913,0.0939,0.0958,0.0826,0.1039,0.1064,0.1056,0.1098,0.1105
s048,4,25,0.0976,0.0911,0.0868,0.1203,0.0538,0.0966,0.0868,0.1074,0.1171,0.0987,0.0897
s048,4,26,0.1166,0.0945,0.0914,0.1406,0.0913,0.0916,0.0968,0.0926,0.0924,0.1037,0.0791
s048,4,27,0.0913,0.1013,0.0668,0.0981,0.0931,0.104,0.0931,0.1014,0.1172,0.1047,0.1076
s048,4,28,0.096,0.0857,0.0799,0.1356,0.0929,0.105,0.1084,0.094,0.104,0.1203,0.0952
s048,4,29,0.0939,0.0856,0.0964,0.1258,0.105,0.085,0.0989,0.1155,0.1074,0.0955,0.101
s048,4,30,0.0992,0.0887,0.0742,0.1253,0.0894,0.0765,0.0886,0.1517,0.0889,0.1129,0.1018
s048,4,31,0.1227,0.1029,0.0623,0.1005,0.1113,0.0697,0.0813,0.1071,0.0968,0.1026,0.0823
s048,4,32,0.1242,0.0947,0.0937,0.1227,0.0968,0.082,0.0802,0.1211,0.1196,0.1156,0.1068
s048,4,33,0.1068,0.0965,0.0857,0.1174,0.1037,0.0913,0.1095,0.0981,0.1005,0.1147,0.1039
s048,4,34,0.095,0.1002,0.0902,0.1367,0.0878,0.0639,0.1037,0.1129,0.1053,0.1105,0.0934
s048,4,35,0.0968,0.0839,0.0752,0.1211,0.0963,0.0929,0.0976,0.1113,0.0939,0.1082,0.1013
s048,4,36,0.0889,0.1002,0.0789,0.1316,0.0968,0.1031,0.0781,0.1475,0.1008,0.1298,0.1234
s048,4,37,0.0952,0.0913,0.0752,0.1277,0.0884,0.0765,0.0966,0.1082,0.0858,0.0842,0.0989
s048,4,38,0.0836,0.0958,0.0892,0.1076,0.1016,0.1308,0.086,0.1164,0.0837,0.1031,0.077
s048,4,39,0.1184,0.0971,0.0707,0.1169,0.0728,0.1274,0.0625,0.109,0.0993,0.1108,0.0966
s048,4,40,0.1068,0.0981,0.0926,0.1258,0.0849,0.1198,0.0894,0.1614,0.0807,0.1068,0.1118
s048,4,41,0.0504,0.0979,0.0907,0.1132,0.0797,0.1393,0.0834,0.1622,0.0918,0.1055,0.1111
s048,4,42,0.1002,0.0948,0.0713,0.1256,0.0907,0.0871,0.0736,0.1768,0.1095,0.1105,0.1084
s048,4,43,0.0971,0.0973,0.0863,0.1082,0.1034,0.0947,0.0789,0.1109,0.1146,0.0892,0.0755
s048,4,44,0.1024,0.091,0.0844,0.101,0.0871,0.0992,0.0781,0.1037,0.101,0.1058,0.1002
s048,4,45,0.1034,0.0923,0.091,0.1097,0.0926,0.1211,0.0665,0.1478,0.0782,0.0997,0.1103
s048,4,46,0.1008,0.0971,0.0733,0.1208,0.0931,0.124,0.0805,0.1132,0.1269,0.1076,0.0905
s048,4,47,0.1021,0.1038,0.0792,0.119,0.1082,0.1332,0.0781,0.1032,0.0842,0.0995,0.1353
s048,4,48,0.1142,0.0966,0.0816,0.1158,0.1005,0.1211,0.0979,0.1024,0.0982,0.1124,0.091
s048,4,49,0.1042,0.0987,0.0834,0.1132,0.0894,0.1427,0.0931,0.1383,0.0977,0.101,0.1118
s048,4,50,0.1002,0.0987,0.067,0.1177,0.0989,0.1024,0.0686,0.0913,0.0892,0.1066,0.0987
s048,5,1,0.1026,0.071,0.0596,0.0884,0.0886,0.09,0.09,0.09,0.103,0.1021,0.0992
s048,5,2,0.0834,0.0905,0.0628,0.0726,0.0989,0.0915,0.0897,0.0784,0.1066,0.1005,0.1055
s048,5,3,0.1092,0.0805,0.0562,0.0842,0.0936,0.0958,0.0897,0.0852,0.0963,0.096,0.1163
s048,5,4,0.0929,0.0921,0.0612,0.1013,0.0839,0.0881,0.0968,0.086,0.0936,0.1111,0.1029
s048,5,5,0.11,0.0906,0.0753,0.1021,0.0947,0.062,0.0739,0.1,0.0889,0.0936,0.1045
s048,5,6,0.1055,0.071,0.0639,0.0976,0.091,0.0884,0.0881,0.0799,0.0834,0.0849,0.0942
s048,5,7,0.0934,0.0815,0.0697,0.1179,0.0947,0.0966,0.0828,0.0784,0.0932,0.0992,0.1163
s048,5,8,0.1092,0.0923,0.0813,0.12,0.086,0.0844,0.0668,0.0852,0.081,0.091,0.1026
s048,5,9,0.1005,0.0979,0.0631,0.1018,0.0973,0.067,0.0723,0.0749,0.1029,0.0865,0.1031
