subject,sessionIndex,rep,UD.period.t,UD.t.i,UD.i.e,UD.e.five,UD.five.Shift.r,UD.Shift.r.o,UD.o.a,UD.a.n,UD.n.l,UD.l.Return
s051,8,12,0.2067,0.0868,0.0409,0.1561,0.1752,0.0093,0.0175,0.018,-0.0264,0.0877
s051,8,13,0.1233,0.0021,0.0749,-0.0309,0.445,0.0388,0.0252,0.0452,-0.0109,0.0988
s051,8,14,0.0355,0.0338,0.0599,0.0517,0.2548,0.0581,0.0666,0.0201,-0.0053,0.1012
s051,8,15,0.1054,0.0145,0.005,-0.0264,0.1581,0.013,0.0233,0.0096,-0.0201,0.0809
s051,8,16,0.4416,0.0267,0.0093,0.0483,0.1781,0.0359,0.0062,0.0085,0.0063,0.0758
s051,8,17,0.0645,0.0267,-0.024,0.0303,0.1636,0.0248,0.0273,-0.0074,-0.0183,0.0729
s051,8,18,0.0429,0.0248,-0.0219,0.0443,0.156,0.0275,0.022,0.0185,-0.0172,0.0864
s051,8,19,0.0561,0.0095,-0.0045,-0.0051,0.1921,0.0404,0.0312,0.0312,-0.0148,0.0869
s051,8,20,0.0434,0.0248,-0.0074,0.0269,0.2641,0.0383,0.0159,0.0169,-0.022,0.0877
s051,8,21,0.0914,0.0206,0.0098,-0.0191,0.161,0.0108,0.0199,0.0206,-0.0177,0.0732
s051,8,22,0.0374,0.0383,-0.0014,0.0071,0.1636,0.0409,0.0117,0.0077,-0.0019,0.0885
s051,8,23,0.0334,0.0333,-0.0256,0.0472,0.1557,0.0238,0.023,0.0233,-0.032,0.0848
s051,8,24,0.0854,0.0066,-0.0011,-0.018,0.1499,0.0108,0.0236,0.0206,-0.0046,0.0769
s051,8,25,0.0453,0.0056,-0.0264,0.5296,0.2192,0.0359,0.046,0.0067,-0.0291,0.0798
s051,8,26,0.0529,0.0195,-0.0143,0.043,0.1834,0.0143,0.0621,-0.0047,-0.0206,0.0687
s051,8,27,0.0297,0.0327,-0.0383,0.0311,0.1863,0.0399,0.0109,0.0135,0.0071,0.0885
s051,8,28,0.0445,0.1002,0.1527,0.1793,0.2179,0.0027,0.0729,-0.0053,-0.0064,0.1252
s051,8,29,0.0622,0.0161,-0.0164,-0.0172,0.1475,0.0119,0.0373,0.0048,-0.0233,0.0925
s051,8,30,0.0582,0.0093,-0.0048,0.0037,0.2003,0.0106,0.0447,-0.0047,-0.0204,0.0698
s051,8,31,0.0458,-0.0061,-0.0132,0.2497,0.2377,0.0072,0.0249,-0.0314,-0.0293,0.0911
s051,8,32,0.0279,0.0069,-0.0056,0.0398,0.1852,-0.0024,0.0431,-0.0148,-0.022,0.0943
s051,8,33,0.054,0.0251,-0.0182,-0.0138,0.1359,0.0235,0.0204,0.0024,-0.0209,0.0624
s051,8,34,0.0255,0.0443,0.009,0.0936,0.2248,0.0037,0.0476,-0.0314,-0.0196,0.0687
s051,8,35,0.0648,0.0232,0.0143,-0.0148,0.1684,0.0704,0.0436,0.0106,-0.0301,0.0922
s051,8,36,0.0595,0.0098,-0.0174,0.0728,0.1452,0.0093,0.0655,0.0096,-0.0164,0.0782
s051,8,37,0.0759,0.0317,-0.009,0.0298,0.186,0.0261,0.0212,-0.0069,-0.0122,0.0922
s051,8,38,0.0334,0.0093,-0.0238,-0.0138,0.1586,0.0116,0.0478,-0.0193,-0.0191,0.1014
s051,8,39,0.0442,0.0156,-0.0372,-0.0154,0.1871,0.0277,0.0273,0.013,-0.0259,0.0925
s051,8,40,0.0477,0.0259,-0.0404,0.0372,0.1475,0.0356,0.0296,0.0133,-0.0162,0.0814
s051,8,41,0.0427,0.0143,0.0739,0.0322,0.379,0.0528,0.0186,0.0325,-0.027,0.0869
s051,8,42,0.0292,0.0401,-0.0259,0.4642,0.1839,0.019,0.0383,0.0072,-0.0264,0.0824
s051,8,43,0.044,0.0164,0.0327,0.0847,0.2507,0.0261,0.0362,-0.0087,-0.0217,0.0927
s051,8,44,0.1634,0.0296,0.0222,0.0493,0.1747,0.023,0.0436,0.0072,-0.0238,0.0869
s051,8,45,0.0413,0.0174,0.0544,0.3201,0.2936,0.0319,0.0172,0.0249,-0.0233,0.0954
s051,8,46,0.0305,0.0211,-0.0214,-0.0122,0.1694,0.0277,0.0515,-0.0018,-0.0346,0.0962
s051,8,47,0.0606,0.0101,-0.019,-0.0156,0.1997,0.0317,0.0352,0.0177,-0.022,0.089
s051,8,48,0.0471,0.0159,0.0014,0.0477,0.1546,0.0285,0.0415,0.0111,-0.0262,0.1075
s051,8,49,0.0848,0.0077,-0.0011,-0.0206,0.1655,0.0185,0.0209,0.0212,-0.0362,0.1035
s051,8,50,0.1326,0.0963,0.0246,0.0899,0.1659,0.005,0.0273,0.0204,-0.0489,0.0964
s052,1,1,0.6423,-0.0209,0.0225,1.1698,0.4637,0.4618,0.369,0.476,0.2123,0.8224
s052,1,2,1.5966,-0.0251,0.0193,1.2766,0.3859,0.2034,0.6303,0.7751,-0.0272,1.0497
s052,1,3,0.8261,0.0486,-0.0161,1.1988,0.3171,0.2184,0.0465,0.3466,-0.0288,0.531
s052,1,4,1.161,-0.0293,0.0048,1.0187,0.3751,0.2374,0.0589,0.2295,-0.0343,0.2662
s052,1,5,0.5429,-0.0264,-0.0151,0.7133,0.3036,0.1681,0.0584,0.3028,-0.028,0.5365
s052,1,6,0.8106,-0.0235,-0.0114,0.3056,0.4286,0.311,0.0629,0.3252,-0.0156,0.4411
s052,1,7,0.5687,-0.0177,-0.0219,0.8288,0.3137,0.2047,0.0542,0.2195,-0.0325,0.2929
s052,1,8,0.5582,-0.0254,0.0312,0.6661,0.4669,0.1962,0.0771,0.22,-0.0415,0.2974
s052,1,9,0.5382,-0.0306,0.0169,0.4072,0.4287,0.1888,0.0391,0.2696,-0.0433,0.5887
s052,1,10,0.6399,-0.0079,-0.0021,0.6453,0.3888,0.2261,0.0412,0.2121,-0.0198,0.8675
s052,1,11,0.5774,-0.0217,0.0188,0.2397,0.2377,0.1709,0.0697,0.3086,-0.0246,0.9814
s052,1,12,0.621,-0.0119,0.3566,0.2708,0.4289,0.2081,0.0845,0.215,-0.0309,0.468
s052,1,13,0.656,-0.018,0.0264,0.7136,0.5175,0.229,0.08,0.2527,-0.0285,0.391
s052,1,14,0.54,0.052,0.0072,0.7716,0.3764,0.2115,0.0689,0.2126,-0.0462,0.7211
s052,1,15,0.6552,-0.0256,0.0116,0.7402,0.3923,0.2147,0.0605,0.2181,-0.0502,0.6354
s052,1,16,0.555,-0.0232,0.0077,0.6569,0.3761,0.2313,0.0718,0.1934,-0.0304,0.618
s052,1,17,0.6025,-0.0309,0.0137,0.7473,0.4318,0.2153,0.0858,0.1965,-0.022,0.5328
s052,1,18,0.7051,-0.0409,0.0554,0.5295,0.5434,0.1857,0.1238,0.1393,-0.0431,1.156
s052,1,19,0.5376,-0.0277,0.0124,0.7977,0.2926,0.2118,0.0407,0.235,-0.0375,0.4941
s052,1,20,0.6028,-0.0256,0.0137,0.3452,0.339,0.2041,0.142,0.0979,-0.033,0.8517
s052,1,21,0.5155,-0.0264,-0.023,0.2463,0.4539,0.2223,0.0792,0.1939,-0.0336,1.0009
s052,1,22,0.5345,-0.0164,0.0124,0.3644,0.4173,0.2179,0.0671,0.2013,-0.046,1.0046
s052,1,23,0.8731,-0.0145,0.0225,0.255,0.3851,0.2314,0.0906,0.2213,-0.0496,0.5078
s052,1,24,0.5474,-0.0269,0.0385,0.346,0.3321,0.1921,0.0803,0.2063,-0.0388,0.6863
s052,1,25,0.6265,-0.0301,0.0037,0.3663,0.4334,0.197,0.0716,0.2247,-0.0351,0.8456
s052,1,26,0.5988,-0.024,0.0087,0.6503,0.3542,0.2023,0.0576,0.2371,-0.0373,0.9772
s052,1,27,0.5727,-0.0124,-0.0166,0.842,0.3472,0.2034,0.0874,0.2163,-0.0502,0.7691
s052,1,28,1.1418,-0.0037,-0.0035,0.5298,0.2646,0.1274,0.1037,0.139,-0.0399,0.8021
s052,1,29,0.7831,-0.0137,-0.0016,0.5598,0.2818,0.1815,0.0573,0.1844,-0.0504,0.5516
s052,1,30,0.5666,-0.0296,0.0127,0.2489,0.2245,0.1725,0.0565,0.2398,-0.0243,0.4893
s052,1,31,0.5202,-0.0261,0.0014,0.573,0.2907,0.1596,0.0739,0.1707,-0.0547,0.5231
s052,1,32,0.6059,-0.024,0.0053,0.2505,0.2599,0.2071,0.186,0.224,-0.0293,0.3878
s052,1,33,0.5273,-0.0314,0.0794,0.384,0.2527,0.1791,0.0339,0.1725,0.0327,0.7388
s052,1,34,0.5616,-0.0261,0.0254,0.5176,0.2897,0.1762,0.0418,0.1417,-0.0343,0.3443
s052,1,35,0.5331,-0.0209,-0.0053,0.4348,0.4735,0.1792,0.22,0.1528,-0.0554,0.7971
s052,1,36,1.0547,0.0586,0.0153,0.4478,0.7561,0.3186,0.1227,0.1243,-0.0365,0.5972
s052,1,37,0.6239,-0.0214,0.0304,0.3439,0.8171,0.2542,0.1702,0.1591,-0.0478,0.5128
s052,1,38,0.6101,0.0021,-0.0206,0.529,1.0884,0.1965,0.1174,0.1578,-0.0346,0.3957
s052,1,39,0.5458,-0.0219,-0.0238,0.6332,0.2912,0.1809,0.0985,0.138,-0.0499,0.3883
s052,1,40,0.5672,-0.0206,0.0014,0.2864,0.2535,0.1561,0.0265,0.1934,-0.0507,0.4677
s052,1,41,0.5521,-0.0322,0.0283,0.2982,0.4943,0.2063,0.0465,0.1264,-0.0375,0.3749
s052,1,42,0.6389,-0.0217,0.0781,0.5517,0.244,0.1619,0.0386,0.1791,-0.0494,0.5418
s052,1,43,0.7059,-0.0135,0.0359,0.4842,0.3882,0.1743,0.1433,0.2021,-0.0489,0.4748
s052,1,44,0.5624,-0.0293,-0.0048,0.2492,0.2696,0.1459,0.0317,0.1504,-0.0349,0.5081
s052,1,45,0.5788,-0.033,-0.0095,0.6616,0.2978,0.1838,0.1198,0.128,-0.057,0.4274
s052,1,46,0.5648,-0.0254,0.0209,0.6123,0.2538,0.1728,0.0916,0.1609,-0.0386,0.4651
s052,1,47,0.5495,-0.0317,0.014,0.3367,0.287,0.1926,0.061,0.1309,-0.0552,0.4767
s052,1,48,0.5529,-0.0209,-0.0029,0.2616,0.257,0.191,0.0447,0.1406,-0.0262,0.8203
s052,1,49,0.6004,-0.0283,0.0053,0.6624,0.2313,0.1693,0.0528,0.163,-0.0351,0.7486
s052,1,50,0.5313,-0.0351,0.0108,0.5772,0.3645,0.1799,0.0879,0.143,-0.0568,1.392
s052,2,1,1.2689,-0.0227,0.023,0.2524,0.3706,0.215,0.166,0.2698,-0.0417,0.666
s052,2,2,0.5519,0.0066,-0.018,0.1867,0.3693,0.1831,0.8922,-0.0037,-0.022,0.2393
s052,2,3,0.8258,-0.0087,-0.0048,0.3233,0.3218,0.1897,0.0341,0.1818,-0.0325,0.4179
s052,2,4,0.6204,-0.0116,-0.0035,0.3323,0.2519,0.2087,0.302,0.1989,-0.0278,0.4131
s052,2,5,0.632,-0.0135,0.0124,0.3436,0.3489,0.2501,0.0539,0.2487,-0.0267,0.3794
s052,2,6,0.6078,-0.0132,0.0079,0.3373,0.4173,0.2213,0.0568,0.2274,-0.0177,0.2889
s052,2,7,0.6022,0.0048,0.0501,0.5198,0.4038,0.225,0.3081,0.2965,-0.0394,0.4424
s052,2,8,0.5635,-0.0032,0.0085,0.298,0.2588,0.1678,0.1032,0.1578,-0.0111,0.3269
s052,2,9,0.5508,-0.0206,0.211,0.6827,0.2659,0.2593,0.0906,0.1659,-0.0341,0.4798
s052,2,10,0.5827,-0.0235,-0.0011,0.1432,0.1895,0.1507,0.0906,0.2524,-0.0272,0.3591
s052,2,11,0.5268,-0.0058,0.0106,0.1706,0.2086,0.1643,0.1022,0.1369,-0.0399,0.7404
s052,2,12,0.7446,-0.0254,0.0211,0.2162,0.2609,0.1398,0.094,0.1388,-0.0444,0.5123
s052,2,13,0.7241,-0.0045,0.0114,0.2128,0.2261,0.167,0.0563,0.0802,-0.0373,0.3746
s052,2,14,0.512,-0.0206,-0.0074,0.1416,0.1942,0.1657,0.094,0.1045,-0.0222,0.44
s052,2,15,0.5424,-0.0206,0.0145,0.1482,0.1797,0.1287,0.23,-0.0256,-0.0336,0.5993
s052,2,16,0.55,-0.0058,0.1387,0.1482,0.2182,0.172,0.3461,-0.0546,-0.0386,0.2415
s052,2,17,0.7731,0.0058,0.0108,0.1793,0.2741,0.3501,0.4073,-0.0506,-0.0272,0.3538
s052,2,18,0.5711,-0.0177,0.0108,0.2985,0.2058,0.2529,0.3991,-0.0615,-0.0357,0.487
s052,2,19,0.6181,-0.0108,0.0172,0.1959,0.278,0.2039,0.1275,0.2105,-0.0183,0.3543
s052,2,20,0.6099,-0.0238,-0.0093,1.0804,0.249,0.2078,0.3197,-0.0644,-0.0834,0.362
s052,2,21,0.5382,-0.0267,-0.0164,0.1986,0.3192,0.2546,0.383,-0.0607,-0.0404,0.4384
s052,2,22,0.5073,-0.0296,0.0251,0.1922,0.2875,0.305,0.3986,-0.0359,-0.0254,0.3163
s052,2,23,0.5387,-0.0301,0.0219,0.1788,0.247,0.1975,0.878,-0.0169,-0.0444,0.2517
s052,2,24,0.5044,-0.0304,0.009,0.2827,0.2873,0.1377,0.1127,0.1567,-0.0436,0.2852
s052,2,25,1.0347,-0.0264,0.0156,0.1661,0.2111,0.2045,0.3577,-0.0689,-0.0645,0.3098
s052,2,26,0.5218,-0.019,0.0164,0.1305,0.2272,0.1691,0.3469,-0.0738,-0.0359,0.3053
s052,2,27,0.5055,-0.024,-0.0153,0.1677,0.1884,0.1567,0.3361,-0.0475,-0.0288,0.3432
s052,2,28,0.5793,0.0011,0.0343,0.1859,0.6317,0.1878,0.3252,-0.0533,-0.0349,0.6154
s052,2,29,0.5345,-0.0227,-0.0011,0.1656,0.1968,0.2078,0.3221,-0.0668,-0.0648,0.353
s052,2,30,0.5482,-0.0225,-0.0066,0.1614,0.1824,0.157,0.3068,-0.053,-0.0483,0.3216
s052,2,31,0.5292,-0.0248,-0.0074,0.1822,0.2037,0.2229,0.2005,0.0162,-0.0259,0.2623
s052,2,32,0.5698,-0.0095,0.0325,0.1814,0.209,0.1815,0.2559,-0.0182,-0.0454,0.267
s052,2,33,0.5231,-0.0243,-0.0108,0.1762,0.1853,0.1736,0.2704,-0.057,-0.0418,0.2496
s052,2,34,0.502,-0.0296,0.0048,0.1561,0.1857,0.1685,0.2506,0.0206,-0.0293,0.232
s052,2,35,0.5047,-0.0335,0.0014,0.1696,0.1886,0.1723,0.3076,-0.0754,-0.0019,0.2499
s052,2,36,0.5745,-0.0014,0.0132,0.1572,0.2108,0.9969,0.3134,-0.0665,-0.0397,0.2401
s052,2,37,0.5545,-0.0298,0.0232,0.1764,0.2032,0.19,0.3239,-0.0773,-0.0513,0.2425
s052,2,38,0.5192,-0.0259,0.0085,0.1978,0.5821,0.4819,0.0824,0.1301,-0.0436,0.2251
s052,2,39,0.5347,-0.0085,0.0035,0.1846,0.187,0.158,0.2448,-0.0585,-0.0394,0.2744
s052,2,40,0.5033,-0.0148,0.009,0.1735,0.1976,0.1638,0.2994,-0.0691,-0.0241,0.2354
s052,2,41,0.5152,0.0443,-0.0056,0.2613,0.6625,0.1683,0.331,-0.0702,-0.0597,0.4287
s052,2,42,0.5065,-0.0283,0.0077,0.2057,0.2425,0.1709,0.258,-0.0752,-0.0502,0.2644
s052,2,43,0.4664,-0.0166,-0.0182,1.2491,0.3912,0.7382,0.2656,-0.0773,-0.0518,0.2325
s052,2,44,0.5078,0.0106,-0.0029,0.2033,0.2593,0.1987,0.4494,-0.0826,-0.0433,0.2164
s052,2,45,0.5595,-0.0159,-0.0032,0.1917,0.2195,0.1886,0.3329,-0.0818,-0.0553,0.247
s052,2,46,0.6075,-0.0335,0.0072,0.1793,0.1973,0.172,0.2788,-0.0523,-0.0426,0.3235
s052,2,47,0.4886,-0.0188,-0.0011,0.2096,0.3258,0.1862,0.3187,-0.0779,-0.0421,0.248
s052,2,48,0.5368,-0.0159,-0.0035,0.1901,0.2145,0.1783,0.3397,-0.0863,-0.0436,0.348
s052,2,49,0.3878,0.0726,0.0947,0.1986,0.1987,0.1491,0.2572,-0.0314,-0.0483,0.2807
s052,2,50,0.5395,-0.004,0.0251,0.216,0.2298,0.1818,0.3572,-0.0095,-0.0457,0.5761
s052,3,1,0.5964,-0.0256,0.0132,0.2553,0.2873,0.1548,0.1915,0.2329,-0.0249,0.2908
s052,3,2,0.2423,0.0818,0.0839,0.3025,0.3163,0.134,0.1446,0.1327,-0.0301,0.3034
s052,3,3,0.2154,0.0594,0.114,0.2413,0.3089,0.1918,0.0861,0.187,-0.0333,0.2626
s052,3,4,0.7024,-0.0206,0.0322,0.3378,0.2912,0.1726,0.0937,0.1496,-0.0209,0.3029
s052,3,5,0.531,-0.0251,0.0335,0.2334,0.254,0.5944,0.0702,0.1818,0.0018,0.3509
s052,3,6,0.5621,-0.0064,0.0425,0.2268,0.238,0.2018,0.2983,0.0341,-0.0191,0.4031
s052,3,7,0.5302,-0.0106,0.0072,0.3041,0.181,0.1664,0.0789,0.1451,-0.0283,0.2533
s052,3,8,0.5342,-0.0275,-0.0027,0.2236,0.2442,0.191,0.0758,0.1733,-0.0328,0.2583
s052,3,9,0.6001,-0.0111,0.0211,0.2205,0.2116,0.2044,0.0726,0.1625,-0.0349,0.2578
s052,3,10,0.5471,-0.0309,0.0124,0.2136,0.2625,0.1696,0.0697,0.1665,-0.0109,0.4258
s052,3,11,0.5181,-0.0056,0.0227,0.3112,0.3047,0.2179,0.513,0.1251,0.0053,0.2931
s052,3,12,0.6141,-0.0159,0.0048,0.2418,0.2662,0.2187,0.0803,0.1907,0.346,0.2976
s052,3,13,0.5585,-0.0201,0.0296,0.5269,0.2738,0.9687,0.0571,0.187,-0.0496,0.2523
s052,3,14,0.5471,-0.004,0.0114,0.4884,0.2738,0.2139,0.0877,0.162,-0.0412,0.2834
s052,3,15,0.5524,-0.0251,0.0214,0.2497,0.2765,0.2058,0.0808,0.1984,-0.051,0.2749
s052,3,16,0.5368,-0.0275,0.033,0.2877,0.2963,0.229,0.0853,0.1957,-0.0354,1.0906
s052,3,17,0.5192,-0.0156,-0.0029,0.2621,0.2765,0.2306,0.0724,0.2229,-0.0438,0.3583
s052,3,18,0.5429,-0.0124,0.0739,0.217,0.2686,0.2066,0.0755,0.2295,-0.032,0.6109
s052,3,19,0.5086,-0.0172,-0.0132,0.5522,0.3013,0.2342,0.0734,0.1688,-0.0473,0.6681
s052,3,20,0.5123,-0.0319,0.0153,0.2431,0.2902,0.2034,0.0863,0.1899,-0.0502,0.2831
s052,3,21,0.55,-0.0164,0.0116,0.2205,0.2802,0.2253,0.0689,0.2118,-0.0446,0.3311
s052,3,22,0.5273,-0.0177,0.0214,0.2096,0.2735,0.2242,0.0623,0.1894,-0.0362,0.3965
s052,3,23,0.5205,-0.0222,0.0211,0.2133,0.2875,0.2242,0.095,0.1575,-0.0367,0.5861
s052,3,24,0.5076,-0.0135,0.019,0.2289,0.2854,0.2063,0.0853,0.1894,-0.0148,0.3425
s052,3,25,0.5062,-0.028,0.0137,0.1996,0.2673,0.2102,0.0855,0.1889,0.0604,0.4253
s052,3,26,0.5532,-0.033,0.0032,0.2099,0.2451,0.1958,0.0818,0.2018,-0.0404,0.2813
s052,3,27,0.5403,-0.0283,0.014,0.2189,0.2664,0.2435,0.0884,0.1702,-0.0011,0.2565
s052,3,28,0.5015,-0.019,0.0159,0.2281,0.2736,0.2522,0.0557,0.163,0.2004,0.2607
s052,3,29,0.555,-0.0098,0.0254,0.2168,0.2786,0.2029,0.0853,0.2174,-0.0312,0.3129
s052,3,30,0.5693,-0.0185,0.0217,0.1999,0.2643,0.2134,0.0697,0.1884,-0.0663,0.3459
s052,3,31,0.506,-0.0188,0.0182,0.1946,0.2457,0.215,0.047,0.1994,-0.0457,0.2963
s052,3,32,0.5281,-0.0333,0.0103,0.2223,0.2588,0.1949,0.0515,0.1641,-0.0496,0.2852
s052,3,33,0.492,-0.0261,0.0385,0.2118,0.2306,0.2152,0.1196,0.1826,-0.0462,0.4809
s052,3,34,0.55,-0.004,0.0198,0.2263,0.2261,0.1987,0.0615,0.2055,-0.0246,1.1866
s052,3,35,0.5624,0.0011,0.0056,0.2263,0.2612,0.2008,0.0639,0.1799,-0.0507,0.3659
s052,3,36,0.488,-0.0238,0.0238,0.1883,0.3442,0.2321,0.0563,0.1973,-0.0404,0.5582
s052,3,37,0.4851,-0.023,0.0298,0.2176,0.3031,0.2361,0.0536,0.1881,-0.0491,0.363
s052,3,38,0.5323,-0.0232,0.0037,0.2329,0.2807,0.2168,0.0486,0.1781,-0.0438,0.4369
s052,3,39,0.55,-0.0314,0.0319,0.1936,0.2398,0.3766,-0.0089,-0.0285,-0.0562,0.3696
s052,3,40,0.5002,-0.0021,0.0225,0.197,0.2639,0.2614,0.0763,0.0024,0.015,0.4854
s052,3,41,0.454,-0.0069,0.0019,0.2007,0.2429,0.1744,0.2572,-0.0364,-0.0383,0.296
s052,3,42,0.7119,-0.0137,0.028,0.2278,0.2957,0.2086,0.0745,0.1981,-0.018,0.3443
s052,3,43,0.4938,-0.0238,0.0272,0.2186,0.2996,0.2121,0.0523,0.2224,-0.0349,0.4967
s052,3,44,0.5123,-0.0217,0.0217,0.2147,0.2728,0.2322,0.1051,0.1172,-0.0742,0.295
s052,3,45,0.5632,-0.0222,0.0093,0.1936,0.2719,0.2058,0.3922,0.1427,-0.0639,0.3382
s052,3,46,0.5632,-0.0064,0.0488,0.2379,0.2971,0.2382,0.0673,0.2018,-0.0291,0.3707
s052,3,47,0.5068,0.0248,0.0145,0.2431,0.3176,0.6003,0.3967,0.0549,-0.046,0.3195
s052,3,48,0.5139,-0.0288,-0.0182,0.2141,0.2266,0.2282,0.0792,0.1847,0.1896,0.4487
s052,3,49,0.5265,-0.018,0.0451,0.2305,0.2587,0.2219,0.0615,0.1683,-0.0417,0.261
s052,3,50,0.4659,0.018,0.0056,0.5915,0.3116,0.2182,0.0958,0.1715,-0.0425,0.2778
s052,4,1,0.6489,0.0011,0.0852,0.1669,0.238,0.1406,0.3118,-0.0166,-0.0317,0.4569
s052,4,2,0.5677,-0.0032,0.0578,0.1825,0.2251,0.1261,0.1011,0.1422,-0.0338,0.2037
s052,4,3,0.5076,-0.0246,0.0293,0.1901,0.2195,0.1415,0.3163,-0.0361,-0.0423,0.2109
s052,4,4,0.5316,-0.0298,0.0072,0.2231,0.2572,0.1488,0.2973,-0.0195,-0.0394,0.2124
s052,4,5,0.559,-0.0227,0.0108,0.198,0.2413,0.1575,0.3192,-0.0082,-0.038,0.2246
s052,4,6,0.5764,-0.0135,0.0061,0.1959,0.2082,0.1364,0.2738,0.0212,-0.0396,0.2119
s052,4,7,0.4997,-0.0222,0.0195,0.2144,0.2239,0.1488,0.2153,0.038,-0.0172,0.2069
s052,4,8,0.4986,-0.0235,0.0177,0.1904,0.2343,0.1615,0.2482,0.0433,-0.0523,0.2085
s052,4,9,0.5563,-0.0319,0.0267,0.2205,0.2324,0.1293,0.2767,-0.0156,-0.0349,0.3119
s052,4,10,0.4828,-0.0288,0.0014,0.164,0.1958,0.1066,0.273,-0.019,-0.0446,0.4429
s052,4,11,0.5055,-0.0341,0.0449,0.1748,0.1994,0.1648,0.1963,0.0344,-0.0278,0.2064
s052,4,12,0.4743,-0.0319,-0.0074,0.1661,0.1718,0.1475,0.3129,0.0193,-0.0354,0.228
s052,4,13,0.4564,-0.0254,-0.0093,0.192,0.2177,0.1506,0.238,0.0117,-0.0465,0.2101
s052,4,14,0.4786,-0.0058,0.0074,0.1967,0.2242,0.1504,0.2912,-0.0158,-0.0499,0.2415
s052,4,15,0.4699,-0.0327,-0.0108,0.3476,0.2498,0.1675,0.2501,-0.0029,-0.0412,0.2103
s052,4,16,0.4772,-0.0351,0.005,0.2183,0.2395,0.1757,0.6003,0.0599,-0.0483,0.2531
s052,4,17,0.4828,-0.0285,0.0446,0.3201,0.2992,0.1871,0.3063,0.0164,-0.0275,0.2291
s052,4,18,0.497,-0.0246,0.0114,0.2178,0.2477,0.1567,0.3197,-0.0016,-0.0225,0.3773
s052,4,19,0.4519,-0.0225,0.0064,0.2263,0.2498,0.1773,0.3179,0.0185,-0.046,0.2127
s052,4,20,0.4896,-0.0348,0.0061,0.2207,0.2182,0.1546,0.2583,0.0198,-0.038,0.2241
s052,4,21,0.5118,-0.0272,0.0306,0.2181,0.2308,0.1498,0.3065,0.0114,-0.037,0.2549
s052,4,22,0.4917,-0.0238,0.0264,0.2286,0.2622,0.1382,0.2978,-0.0084,-0.0254,0.2491
s052,4,23,0.5186,-0.0159,0.0116,0.2289,0.2311,0.1499,0.2838,0.0119,-0.0275,0.2264
s052,4,24,0.4635,-0.0164,0.0095,0.2096,0.2313,0.1221,0.2899,-0.0216,0.4019,0.237
s052,4,25,0.4699,-0.0238,0.0064,0.2107,0.2082,0.1248,0.292,0.0024,-0.0475,0.2248
s052,4,26,0.4622,-0.0383,0.004,0.2268,0.2121,0.148,0.2635,0.0151,-0.0357,0.2599
s052,4,27,0.4778,-0.0275,0.028,0.1901,0.2282,0.1269,0.2981,-0.0024,-0.0531,0.3488
s052,4,28,0.4495,-0.0264,0.0082,0.2073,0.244,0.1472,0.267,0.3524,-0.0357,0.2093
s052,4,29,0.4896,-0.0124,0.0124,0.2584,0.2335,0.1839,0.2947,-0.0021,-0.0626,0.2357
s052,4,30,0.4535,-0.0285,0.0061,0.1901,0.2118,0.1514,0.2714,-0.0443,-0.0404,0.2262
s052,4,31,0.4873,-0.0412,-0.0035,0.2081,0.1931,0.1604,0.253,-0.0013,-0.0457,0.2312
s052,4,32,0.453,-0.018,0.0014,0.1793,0.1882,0.152,0.2622,-0.009,-0.0518,0.2204
s052,4,33,0.4256,0.0027,0.0106,0.1914,0.1942,0.1551,0.2675,0.0085,-0.0272,0.2589
s052,4,34,0.4888,-0.0198,0.0103,0.1949,0.2026,0.1865,0.2498,0.0032,-0.0589,0.2322
s052,4,35,0.4614,-0.0312,0.014,0.1938,0.2103,0.1684,0.2337,-0.0037,-0.0699,0.2283
s052,4,36,0.458,-0.0222,-0.0211,0.2057,0.2201,0.1712,0.3717,-0.005,-0.0507,0.2193
s052,4,37,0.4253,-0.0195,-0.018,0.2199,0.305,0.186,0.302,0.0391,-0.0275,0.4785
s052,4,38,0.405,-0.0161,-0.0011,0.3104,0.2448,0.1583,0.2232,-0.0338,-0.0612,0.2043
s052,4,39,0.4379,-0.0182,-0.0032,0.2173,0.225,0.171,0.2944,-0.0095,-0.0483,0.2496
s052,4,40,0.4237,-0.0283,0.0137,0.2199,0.2282,0.1775,0.267,-0.0336,-0.0463,0.2842
s052,4,41,0.5134,-0.0127,-0.0024,0.1951,0.2103,0.1715,0.2514,-0.0087,-0.0309,0.3272
s052,4,42,0.4419,-0.0227,0.0127,0.2297,0.234,0.3197,0.3005,0.0341,-0.0512,0.2921
s052,4,43,0.4435,-0.024,-0.0045,0.2534,0.2401,0.1884,0.239,0.008,-0.0478,0.232
s052,4,44,0.4693,-0.0116,0.0399,0.2263,0.2615,0.1912,0.3084,0.0024,-0.0383,0.261
s052,4,45,0.4672,-0.0317,0.0533,0.2212,0.2508,0.1815,0.262,-0.0169,-0.0499,0.2312
s052,4,46,0.4548,-0.0327,0.0151,0.2297,0.2095,0.1723,0.2583,-0.029,-0.0264,0.2829
s052,4,47,0.4701,-0.0269,0.0174,0.2265,0.2445,0.2021,0.3063,0.0151,-0.0391,0.3248
s052,4,48,0.4166,0.0079,0.0251,0.2439,0.2079,0.151,0.2467,-0.0111,-0.0552,0.2436
s052,4,49,0.4163,-0.0327,0.0058,0.2331,0.2113,0.157,0.254,-0.015,-0.0317,0.2167
