subject,sessionIndex,rep,DD.period.t,DD.t.i,DD.i.e,DD.e.five,DD.five.Shift.r,DD.Shift.r.o,DD.o.a,DD.a.n,DD.n.l,DD.l.Return
s056,2,50,0.2294,0.2168,0.1459,0.3846,0.2544,0.1958,0.0829,0.1191,0.1612,0.1231
s056,3,1,0.3093,0.0873,0.0897,0.3341,0.2997,0.195,0.0863,0.1383,0.173,0.1793
s056,3,2,0.1577,0.1195,0.0712,0.3152,0.6082,0.1808,0.1172,0.1026,0.1699,0.1471
s056,3,3,0.1745,0.0892,0.0931,0.5725,0.2973,0.2669,0.1152,0.1016,0.157,0.1553
s056,3,4,0.15,0.1111,0.0736,0.178,0.3203,0.1955,0.0921,0.1283,0.1562,0.1685
s056,3,5,0.1287,0.1148,0.0641,0.1709,0.3095,0.209,0.0903,0.133,0.1525,0.1428
s056,3,6,0.1361,0.1367,0.061,0.4961,0.2897,0.185,0.0753,0.1212,0.145,0.1582
s056,3,7,0.1503,0.1266,0.0799,0.1541,0.328,0.219,0.1048,0.1217,0.1538,0.1302
s056,3,8,0.1661,0.1161,0.0898,0.3919,0.4493,0.1814,0.0692,0.1225,0.1586,0.1318
s056,3,9,0.1234,0.1303,0.0583,0.2346,0.3031,0.2058,0.0826,0.1246,0.1522,0.1368
s056,3,10,0.179,0.1254,0.0728,0.8136,0.6199,0.1501,0.0642,0.1156,0.1536,0.1315
s056,3,11,0.1743,0.1074,0.0699,0.1752,0.3263,0.1799,0.0941,0.0958,0.1522,0.1355
s056,3,12,0.1777,0.1137,0.0871,0.2072,0.3142,0.1572,0.1148,0.0916,0.1443,0.1255
s056,3,13,0.308,0.1755,0.3532,0.4053,0.267,0.1657,0.122,0.0808,0.1377,0.1379
s056,3,14,0.189,0.1229,0.1124,0.1799,0.2991,0.2134,0.1125,0.1404,0.1631,0.1197
s056,3,15,0.1643,0.1242,0.071,0.2794,0.3074,0.2775,0.112,0.0969,0.1561,0.1133
s056,3,16,0.1471,0.1064,0.147,0.2988,0.3271,0.2356,0.0692,0.1251,0.1585,0.1152
s056,3,17,0.2236,0.1071,0.0683,0.5438,0.59,0.3039,0.189,0.0995,0.167,0.4119
s056,3,18,0.2481,0.1338,0.0646,0.5428,0.3079,0.1987,0.1004,0.103,0.1683,0.1431
s056,3,19,0.1418,0.0913,0.081,0.1876,0.3437,0.1797,0.0874,0.1172,0.1598,0.1228
s056,3,20,0.1371,0.0989,0.0694,0.1952,0.3487,0.2395,0.1199,0.0911,0.1683,0.1299
s056,3,21,0.1352,0.1169,0.0654,0.1343,0.3604,0.1789,0.1093,0.1061,0.159,0.1194
s056,3,22,0.1975,0.1504,0.0736,0.2525,0.3564,0.1315,0.1278,0.1235,0.1791,0.1289
s056,3,23,0.1508,0.1306,0.0707,0.3919,0.2642,0.1539,0.1175,0.0871,0.1752,0.1154
s056,3,24,0.1779,0.1383,0.1432,0.3592,0.2586,0.2354,0.1074,0.1053,0.1519,0.1265
s056,3,25,0.1379,0.1562,0.1161,0.315,0.3028,0.1457,0.0903,0.1204,0.1625,0.122
s056,3,26,0.185,0.1422,0.1713,0.3943,0.3383,0.1657,0.0998,0.093,0.1611,0.1143
s056,3,27,0.1184,0.1317,0.0491,0.1836,0.6948,0.1839,0.0892,0.122,0.162,0.4145
s056,3,28,0.1561,0.125,0.0646,0.1741,0.3085,0.2042,0.1235,0.0903,0.1659,0.131
s056,3,29,0.2455,0.1475,0.0733,0.1812,0.2934,0.1768,0.0969,0.1001,0.1733,0.1382
s056,3,30,0.2102,0.1264,0.2218,0.563,0.2472,0.1847,0.0892,0.1119,0.1591,0.117
s056,3,31,0.2126,0.1454,0.067,0.248,0.2852,0.2137,0.1406,0.1042,0.1532,0.1077
s056,3,32,0.2027,0.127,0.0744,0.1812,0.4184,0.1832,0.0956,0.1135,0.1485,0.3456
s056,3,33,0.1655,0.1533,0.1229,0.2181,0.3466,0.1774,0.1109,0.0969,0.153,0.1292
s056,3,34,0.1666,0.1314,0.0649,0.4214,0.2734,0.1702,0.095,0.1077,0.1643,0.1428
s056,3,35,0.1336,0.1337,0.0604,0.1733,0.247,0.1731,0.123,0.0808,0.1625,0.1123
s056,3,36,0.1764,0.1575,0.091,0.3642,0.3579,0.2321,0.141,0.1578,0.1812,0.3327
s056,3,37,0.1548,0.1454,0.0739,0.1839,0.2667,0.1789,0.1051,0.1055,0.1649,0.1233
s056,3,38,0.1434,0.1288,0.0649,0.1757,0.3521,0.2174,0.1162,0.1056,0.1569,0.1009
s056,3,39,0.1529,0.1261,0.0639,0.3943,0.2656,0.188,0.1191,0.113,0.1527,0.126
s056,3,40,0.1542,0.1733,0.2015,0.6878,0.3036,0.2339,0.1405,0.0988,0.1783,0.1144
s056,3,41,0.1379,0.1226,0.0842,0.1798,0.3216,0.2021,0.0971,0.0955,0.1602,0.1118
s056,3,42,0.1553,0.1237,0.0844,0.1994,0.3013,0.1559,0.1096,0.1008,0.1633,0.1291
s056,3,43,0.1522,0.1388,0.0628,0.2213,0.2918,0.1799,0.0948,0.1008,0.1576,0.314
s056,3,44,0.2102,0.1314,0.0776,0.1747,0.2852,0.5143,0.1314,0.0955,0.1629,0.1271
s056,3,45,0.1664,0.1383,0.0699,0.2095,0.3807,0.1947,0.0832,0.1085,0.1514,0.1212
s056,3,46,0.1184,0.1351,0.0636,0.2392,0.2664,0.176,0.1019,0.1045,0.1491,0.2586
s056,3,47,0.2067,0.1667,0.0963,0.2976,0.2971,0.1741,0.1146,0.1048,0.1744,0.12
s056,3,48,0.168,0.1638,0.0697,0.7747,0.2812,0.2248,0.1091,0.1011,0.1554,0.116
s056,3,49,0.1738,0.1385,0.0786,0.2773,0.3634,0.1559,0.1025,0.0876,0.1522,0.1091
s056,3,50,0.1584,0.1673,0.0625,0.4742,0.3152,0.16,0.0998,0.144,0.1649,0.1991
s056,4,1,0.2363,0.1459,0.2401,0.3191,0.2252,0.1486,0.08,0.0984,0.1688,0.1882
s056,4,2,0.1924,0.1198,0.0552,0.2089,0.2548,0.1652,0.0914,0.1129,0.1767,0.1621
s056,4,3,0.1538,0.124,0.048,0.1994,0.2941,0.1921,0.0871,0.1048,0.174,0.1695
s056,4,4,0.1152,0.1303,0.0591,0.1727,0.2855,0.2324,0.1066,0.1367,0.1651,0.1698
s056,4,5,0.2122,0.1459,0.0741,0.2595,0.2488,0.1588,0.0761,0.1011,0.1754,0.164
s056,4,6,0.1481,0.1557,0.0905,0.1934,0.2874,0.2153,0.0884,0.1167,0.1823,0.16
s056,4,7,0.1828,0.1588,0.0824,0.176,0.554,0.1939,0.0956,0.1022,0.1628,0.1943
s056,4,8,0.187,0.122,0.0813,0.1754,0.2981,0.2382,0.1045,0.1114,0.1732,0.5624
s056,4,9,0.217,0.1348,0.0884,0.1844,0.2966,0.2113,0.1243,0.0777,0.1778,0.1516
s056,4,10,0.145,0.1111,0.0847,0.1833,0.2635,0.2582,0.1101,0.0927,0.1643,0.213
s056,4,11,0.1753,0.1187,0.0551,0.2861,0.7203,0.2409,0.1043,0.1309,0.2559,0.231
s056,4,12,0.1619,0.1293,0.0562,0.1932,0.3535,0.3471,0.2423,0.2069,0.1847,0.1579
s056,4,13,0.1284,0.1372,0.0586,0.2007,0.2678,0.2081,0.0884,0.1288,0.1712,0.1426
s056,4,14,0.1284,0.1725,0.0824,0.2144,0.3303,0.2035,0.1141,0.1024,0.1699,0.2457
s056,4,15,0.1339,0.1317,0.0691,0.1722,0.2441,0.2723,0.0961,0.1143,0.1652,0.1329
s056,4,16,0.1423,0.1245,0.0834,0.1828,0.299,0.2594,0.1003,0.1188,0.1623,0.146
s056,4,17,0.1651,0.1172,0.0655,0.1812,0.2721,0.1994,0.0964,0.1135,0.1702,0.1355
s056,4,18,0.1655,0.1111,0.0694,0.1793,0.2496,0.2005,0.1106,0.1035,0.1644,0.1542
s056,4,19,0.1498,0.1201,0.0877,0.685,0.3282,0.3194,0.2059,0.1243,0.1785,0.1057
s056,4,20,0.1144,0.1298,0.0596,0.2095,0.3227,0.1973,0.0967,0.1037,0.1855,0.1716
s056,4,21,0.1395,0.1523,0.0821,0.1797,0.3004,0.1939,0.0895,0.1164,0.1754,0.1373
s056,4,22,0.1743,0.1299,0.0749,0.2129,0.3015,0.2216,0.1024,0.0963,0.1756,0.2004
s056,4,23,0.2035,0.1234,0.0525,0.2493,0.295,0.1931,0.0759,0.1156,0.2113,0.1666
s056,4,24,0.1822,0.1201,0.0741,0.1967,0.253,0.1863,0.0958,0.1019,0.1673,0.1374
s056,4,25,0.1948,0.1519,0.0974,0.2239,0.2696,0.1971,0.102,0.1161,0.1712,0.5389
s056,4,26,0.1888,0.1195,0.0853,0.2102,0.2891,0.31,0.0995,0.1306,0.195,0.1503
s056,4,27,0.1315,0.1079,0.1201,0.2925,0.3108,0.2359,0.0964,0.1085,0.1728,0.1566
s056,4,28,0.1355,0.1137,0.076,0.1965,0.2469,0.1771,0.1009,0.076,0.176,0.155
s056,4,29,0.135,0.1161,0.0681,0.1897,0.2702,0.1966,0.1072,0.085,0.1712,0.1476
s056,4,30,0.1423,0.1593,0.0454,0.2309,0.261,0.148,0.0811,0.1074,0.1691,0.1637
s056,4,31,0.135,0.1395,0.0406,0.1815,0.246,0.2632,0.2849,0.1243,0.1728,0.1146
s056,4,32,0.1266,0.1195,0.0636,0.2171,0.4613,0.1715,0.0948,0.1011,0.1693,0.1569
s056,4,33,0.1157,0.1217,0.0654,0.1944,0.4605,0.1931,0.0863,0.1061,0.1746,0.1498
s056,4,34,0.1068,0.1572,0.3872,0.307,0.2889,0.1546,0.0956,0.104,0.1598,0.1413
s056,4,35,0.1212,0.1399,0.0348,0.2628,0.2865,0.1841,0.1022,0.0974,0.1775,0.132
s056,4,36,0.1595,0.1562,0.0968,0.2376,0.2509,0.1801,0.0958,0.0932,0.1686,0.1685
s056,4,37,0.1334,0.137,0.0646,0.2376,0.2702,0.1778,0.0953,0.1074,0.1736,0.1305
s056,4,38,0.1682,0.1364,0.3958,0.2906,0.7381,0.2907,0.0942,0.1161,0.1717,0.1513
s056,4,39,0.1239,0.1243,0.061,0.2208,0.2702,0.1721,0.2146,0.1201,0.1794,0.1199
s056,4,40,0.1144,0.1517,0.0644,0.2277,0.3464,0.1915,0.1101,0.0979,0.1614,0.1136
s056,4,41,0.106,0.1868,0.0832,0.2287,0.2582,0.1704,0.1022,0.0924,0.1812,0.1265
s056,4,42,0.1386,0.1288,0.0663,0.178,0.2765,0.1713,0.0867,0.0971,0.1604,0.1204
s056,4,43,0.1071,0.1517,0.0971,0.4385,0.3609,0.1528,0.1164,0.0995,0.1704,0.1289
s056,4,44,0.1181,0.1567,0.0433,0.7762,0.257,0.2526,0.109,0.0977,0.1757,0.1368
s056,4,45,0.145,0.1285,0.076,0.332,0.3101,0.1703,0.0777,0.0947,0.1792,0.14
s056,4,46,0.1531,0.1148,0.0509,0.2303,0.5668,0.4739,0.1125,0.1116,0.1664,0.118
s056,4,47,0.1042,0.1401,0.488,0.2851,0.3598,0.2464,0.1315,0.0982,0.1828,0.1334
s056,4,48,0.1284,0.1514,0.0551,0.2303,0.2673,0.2517,0.0871,0.1053,0.1831,0.1072
s056,4,49,0.1318,0.1388,0.2609,0.4086,0.3348,0.2153,0.0867,0.1026,0.177,0.1004
s056,4,50,0.1068,0.1612,0.0895,0.4206,0.2654,0.2427,0.099,0.1055,0.1723,0.1257
s056,5,1,0.1472,0.1179,0.1103,0.6519,0.2185,0.1351,0.0737,0.1069,0.1607,0.1352
s056,5,2,0.1382,0.1043,0.0858,0.7178,0.2823,0.1572,0.1006,0.0763,0.1602,0.136
s056,5,3,0.111,0.114,0.0807,0.1974,0.2358,0.1573,0.0861,0.0882,0.1514,0.1147
s056,5,4,0.5809,0.168,0.3389,0.4275,0.7765,0.1923,0.0885,0.0872,0.1443,0.1381
s056,5,5,0.1477,0.1053,0.0731,0.1928,0.2427,0.1694,0.0908,0.0911,0.1519,0.1171
s056,5,6,0.1311,0.1035,0.0678,0.202,0.2515,0.158,0.0888,0.0958,0.1385,0.1288
s056,5,7,0.1669,0.0834,0.1014,0.1701,0.281,0.1662,0.1096,0.0779,0.1465,0.1289
s056,5,8,0.1181,0.1137,0.0765,0.21,0.2551,0.1679,0.0969,0.0924,0.1514,0.1334
s056,5,9,0.1461,0.0974,0.0646,0.1831,0.2451,0.1672,0.1067,0.0768,0.1398,0.1083
s056,5,10,0.1458,0.0902,0.0826,0.1851,0.3272,0.1614,0.098,0.08,0.1573,0.0951
s056,5,11,0.1168,0.1069,0.0675,0.4115,0.2509,0.1633,0.0795,0.0922,0.158,0.4367
s056,5,12,0.1381,0.1193,0.0704,0.162,0.2873,0.1752,0.1004,0.0784,0.1639,0.103
s056,5,13,0.1163,0.1014,0.0768,0.2516,0.2344,0.1201,0.1014,0.071,0.1465,0.0967
s056,5,14,0.1107,0.1063,0.0675,0.2848,0.2375,0.1365,0.1486,0.2245,0.1865,0.0896
s056,5,15,0.1427,0.1435,0.0831,0.2063,0.3337,0.1779,0.108,0.0802,0.1665,0.1229
s056,5,16,0.3112,0.2076,0.0932,0.2379,0.2718,0.1657,0.0951,0.0961,0.1574,0.0951
s056,5,17,0.1017,0.1306,0.0459,0.1931,0.234,0.1433,0.1075,0.0742,0.153,0.4076
s056,5,18,0.1302,0.1256,0.053,0.2235,0.2145,0.1752,0.1072,0.0755,0.1537,0.0993
s056,5,19,0.1194,0.1084,0.0668,0.1767,0.229,0.1528,0.3532,0.2021,0.1797,0.0828
s056,5,20,0.2036,0.1596,0.081,0.1941,0.6934,0.1557,0.1153,0.0768,0.1494,0.0751
s056,5,21,0.1843,0.1222,0.0844,0.2318,0.3082,0.1151,0.1252,0.1053,0.484,0.203
s056,5,22,0.1337,0.1444,0.1034,0.307,0.3531,0.1916,0.1075,0.0895,0.1646,0.1808
s056,5,23,0.1184,0.1722,0.0939,0.2,0.3424,0.1649,0.1167,0.0831,0.1585,0.1096
s056,5,24,0.1263,0.12,0.0522,0.3872,0.229,0.1257,0.0856,0.1056,0.1572,0.407
s056,5,25,0.1147,0.1432,0.052,0.2115,0.2897,0.1467,0.1338,0.0665,0.1654,0.117
s056,5,26,0.1287,0.1332,0.0641,0.2156,0.276,0.1426,0.1283,0.0689,0.1715,0.0993
s056,5,27,0.112,0.1322,0.0778,0.2417,0.3132,0.2079,0.094,0.0863,0.164,0.0819
s056,5,28,0.0999,0.1296,0.077,0.2277,0.3314,0.1477,0.1275,0.0394,0.172,0.0856
s056,5,29,0.1295,0.1042,0.0834,0.1767,0.2477,0.1245,0.1252,0.0626,0.1623,0.1286
s056,5,30,0.1439,0.1226,0.0781,0.2195,0.281,0.1623,0.1093,0.0731,0.1574,0.0948
s056,5,31,0.1068,0.1269,0.0588,0.3104,0.3329,0.1637,0.1157,0.071,0.1567,0.0801
s056,5,32,0.1255,0.1058,0.0686,0.23,0.2544,0.1373,0.1252,0.0554,0.1963,0.2541
s056,5,33,0.1262,0.1132,0.0623,0.1643,0.2549,0.1778,0.1306,0.0711,0.1828,0.0991
s056,5,34,0.1044,0.1137,0.0686,0.1963,0.2899,0.1753,0.1275,0.0911,0.1461,0.1194
s056,5,35,0.1252,0.1145,0.0755,0.8968,0.6077,0.2298,0.1269,0.0884,0.159,0.126
s056,5,36,0.1466,0.1362,0.066,0.2084,0.4353,0.1789,0.107,0.0884,0.156,0.0822
s056,5,37,0.1174,0.1327,0.0689,0.1841,0.2635,0.1565,0.1157,0.0802,0.158,0.1226
s056,5,38,0.1366,0.1085,0.0699,0.1737,0.2651,0.2392,0.1779,0.1216,0.1532,0.1524
s056,5,39,0.1434,0.1047,0.0823,0.5906,0.243,0.2322,0.0956,0.0969,0.1609,0.1059
s056,5,40,0.1249,0.1187,0.0757,0.2123,0.2477,0.1606,0.1193,0.0652,0.162,0.0922
s056,5,41,0.1108,0.1264,0.0842,0.2326,0.3893,0.1657,0.1154,0.0739,0.1559,0.0917
s056,5,42,0.1178,0.1058,0.076,0.1844,0.3427,0.1771,0.127,0.0866,0.1398,0.1054
s056,5,43,0.1184,0.1369,0.0588,0.8215,0.2662,0.1211,0.0839,0.085,0.1651,0.0962
s056,5,44,0.1334,0.1058,0.0836,0.1731,0.2923,0.1554,0.1259,0.0736,0.1569,0.0967
s056,5,45,0.1669,0.085,0.177,0.5937,0.5391,0.1721,0.123,0.0805,0.1672,0.3944
s056,5,46,0.1656,0.1486,0.0882,0.465,0.2607,0.1607,0.1196,0.1055,0.1622,0.094
s056,5,47,0.1339,0.1301,0.0557,0.8214,0.3094,0.177,0.0854,0.1162,0.1522,0.2159
s056,5,48,0.1231,0.1338,0.0668,0.3871,0.3574,0.1639,0.1684,0.4191,0.2081,0.1366
s056,5,49,0.1242,0.1451,0.0776,0.226,0.3197,0.1702,0.1443,0.0649,0.1518,0.1328
s056,5,50,0.1914,0.1304,0.1058,0.2168,0.4083,0.1679,0.1183,0.0734,0.1459,0.1225
s056,6,1,0.3652,0.1227,0.1515,0.2369,0.2448,0.1776,0.09,0.0927,0.171,0.1415
s056,6,2,0.1234,0.1387,0.0916,0.6522,0.2076,0.127,0.0787,0.0842,0.152,0.1363
s056,6,3,0.13,0.1127,0.071,0.1728,0.2428,0.1441,0.1043,0.085,0.1383,0.1213
s056,6,4,0.1387,0.0974,0.0736,0.1672,0.2468,0.1649,0.1003,0.0852,0.137,0.1233
s056,6,5,0.1456,0.1161,0.0784,0.8286,0.2412,0.4053,0.151,0.0721,0.157,0.1083
s056,6,6,0.14,0.0881,0.0915,0.2205,0.2391,0.2662,0.1011,0.0998,0.1485,0.1165
s056,6,7,0.1299,0.1182,0.0683,0.1868,0.3332,0.21,0.0942,0.0974,0.1343,0.1199
s056,6,8,0.1547,0.1079,0.0749,0.4774,0.5847,0.1225,0.1022,0.0863,0.1472,0.1133
s056,6,9,0.1319,0.1072,0.0815,0.2121,0.3503,0.1992,0.0808,0.104,0.1353,0.1093
s056,6,10,0.1436,0.0958,0.0921,0.1915,0.2617,0.1544,0.1035,0.0655,0.1491,0.1138
s056,6,11,0.1543,0.1,0.086,0.1539,0.2525,0.3975,0.1364,0.0845,0.1631,0.1001
s056,6,12,0.1405,0.0911,0.0984,0.43,0.5635,0.1451,0.1133,0.0752,0.1449,0.1072
s056,6,13,0.1463,0.1108,0.0897,0.1509,0.2648,0.1716,0.1106,0.0802,0.1505,0.1249
s056,6,14,0.1703,0.105,0.0977,0.1483,0.2602,0.1559,0.1206,0.0602,0.1499,0.1083
s056,6,15,0.1513,0.0757,0.0747,0.1805,0.2796,0.1823,0.1009,0.0847,0.139,0.1178
s056,6,16,0.139,0.1477,0.0836,0.1828,0.2889,0.1601,0.105,0.0845,0.1403,0.1223
s056,6,17,0.1495,0.1153,0.0591,0.1549,0.274,0.1639,0.1144,0.0868,0.1497,0.1296
s056,6,18,0.1843,0.1364,0.1243,0.1798,0.2913,0.1869,0.1222,0.0805,0.1456,0.1209
s056,6,19,0.1413,0.1356,0.0538,0.1805,0.2536,0.1591,0.1375,0.071,0.1607,0.1244
s056,6,20,0.1796,0.105,0.0797,0.1659,0.2952,0.1625,0.1339,0.0813,0.1554,0.1614
s056,6,21,0.1228,0.1219,0.0741,0.1539,0.2335,0.1839,0.1167,0.0826,0.1597,0.1518
s056,6,22,0.1468,0.1142,0.0562,0.1731,0.2491,0.1572,0.1035,0.0939,0.1398,0.1175
s056,6,23,0.4293,0.1604,0.072,0.1725,0.2388,0.1156,0.6098,0.1796,0.1578,0.1114
s056,6,24,0.12,0.1271,0.0668,0.1767,0.3492,0.1682,0.1103,0.0918,0.1596,0.1165
s056,6,25,0.1408,0.082,0.095,0.5438,0.256,0.1842,0.0855,0.1106,0.1536,0.0996
s056,6,26,0.1355,0.1161,0.0588,0.1427,0.3022,0.1723,0.1203,0.0939,0.1454,0.1144
s056,6,27,0.1426,0.0974,0.0857,0.1685,0.2676,0.2324,0.1407,0.1106,0.1657,0.1051
s056,6,28,0.1078,0.1169,0.058,0.1791,0.2393,0.1597,0.1228,0.0966,0.1707,0.1101
s056,6,29,0.1516,0.0963,0.1096,0.1928,0.2997,0.1375,0.3846,0.1961,0.1588,0.1068
s056,6,30,0.121,0.1237,0.1481,0.1174,0.3216,0.1926,0.1354,0.112,0.1627,0.1151
s056,6,31,0.1274,0.1108,0.0718,0.1655,0.2757,0.2118,0.1248,0.1364,0.1565,0.1183
s056,6,32,0.1556,0.0876,0.127,0.3035,0.2633,0.1391,0.1423,0.1095,0.1424,0.1114
s056,6,33,0.1337,0.1161,0.0944,0.1773,0.292,0.1559,0.1452,0.1185,0.1654,0.1209
s056,6,34,0.13,0.1061,0.0733,0.186,0.3322,0.2206,0.1211,0.1167,0.1359,0.1231
s056,6,35,0.149,0.1295,0.142,0.1854,0.3005,0.1544,0.1314,0.0781,0.1575,0.1515
s056,6,36,0.1695,0.1164,0.1427,0.3901,0.2831,0.1165,0.1378,0.0921,0.1557,0.1341
s056,6,37,0.1561,0.1369,0.0757,0.1667,0.2488,0.1684,0.1061,0.0993,0.1357,0.1402
s056,6,38,0.1305,0.1031,0.1831,0.3974,0.5863,0.2021,0.1164,0.6921,0.1382,0.1217
s056,6,39,0.1833,0.0958,0.0761,0.2149,0.2462,0.105,0.1117,0.0818,0.1243,0.1173
s056,6,40,0.1163,0.1098,0.0636,0.1939,0.5057,0.225,0.1027,0.1059,0.1277,0.1304
s056,6,41,0.1068,0.153,0.0602,0.1926,0.2624,0.1551,0.1335,0.0858,0.1417,0.1283
s056,6,42,0.4715,0.1564,0.0992,0.1638,0.2337,0.1238,0.1231,0.0818,0.1285,0.1238
s056,6,43,0.1785,0.0615,0.1266,0.1744,0.2293,0.1459,0.1246,0.0739,0.1441,0.1209
s056,6,44,0.2257,0.1501,0.1071,0.2123,0.2723,0.1343,0.2264,0.1998,0.1467,0.1846
s056,6,45,0.2033,0.1076,0.0686,0.2237,0.5006,0.1504,0.117,0.0984,0.1345,0.1056
s056,6,46,0.1313,0.1011,0.077,0.2192,0.2863,0.1755,0.1141,0.0934,0.1485,0.1014
s056,6,47,0.1453,0.1061,0.0646,0.34,0.2309,0.1306,0.1504,0.2298,0.1541,0.1175
s056,6,48,0.1444,0.1129,0.0573,0.19,0.2704,0.1775,0.1051,0.1016,0.1517,0.1428
s056,6,49,0.1368,0.0937,0.0948,0.9491,0.2863,0.174,0.1051,0.0942,0.1317,0.0993
s056,6,50,0.097,0.1467,0.0744,0.1698,0.2461,0.1865,0.1064,0.1029,0.1369,0.2035
s056,7,1,0.2257,0.1203,0.0789,0.2321,0.262,0.1589,0.0879,0.0827,0.1481,0.1049
s056,7,2,0.1058,0.1085,0.0734,0.3811,0.2874,0.1782,0.107,0.0773,0.1424,0.1012
s056,7,3,0.097,0.1105,0.072,0.1894,0.2631,0.2029,0.1022,0.0882,0.1459,0.1242
s056,7,4,0.1853,0.1113,0.0973,0.1805,0.2325,0.172,0.095,0.0971,0.1382,0.1046
s056,7,5,0.1708,0.0976,0.0974,0.1593,0.2594,0.1746,0.1132,0.0818,0.152,0.1136
s056,7,6,0.1434,0.0842,0.1913,0.3052,0.247,0.1716,0.1286,0.061,0.1327,0.1175
s056,7,7,0.1203,0.1311,0.1061,0.1889,0.2353,0.219,0.1447,0.1074,0.1485,0.0991
s056,7,8,0.1521,0.1035,0.0897,0.1451,0.2314,0.1733,0.1426,0.067,0.1539,0.1107
s056,7,9,0.1273,0.1132,0.0784,0.3719,0.2604,0.1621,0.1338,0.0855,0.159,0.0999
s056,7,10,0.1571,0.1142,0.0712,0.1657,0.2301,0.161,0.1038,0.0895,0.1501,0.1125
s056,7,11,0.169,0.1383,0.0752,0.1752,0.2412,0.1418,0.0953,0.0897,0.1349,0.1067
s056,7,12,0.151,0.1301,0.0926,0.1768,0.2535,0.1621,0.0929,0.1005,0.1485,0.1337
s056,7,13,0.183,0.1573,0.0789,0.146,0.3184,0.1712,0.1051,0.0882,0.1511,0.1012
s056,7,14,0.164,0.1388,0.0744,0.162,0.2472,0.1336,0.1086,0.5515,0.2012,0.1692
s056,7,15,0.1545,0.1151,0.0826,0.1802,0.2509,0.1341,0.1373,0.0839,0.1488,0.1112
s056,7,16,0.1271,0.1113,0.0778,0.1388,0.2504,0.1514,0.1065,0.085,0.1287,0.1684
s056,7,17,0.3111,0.0836,0.1676,0.2584,0.2303,0.1367,0.0924,0.0958,0.139,0.107
s056,7,18,0.1574,0.1174,0.3532,0.224,0.4313,0.2728,0.1275,0.0976,0.1468,0.103
s056,7,19,0.1424,0.1092,0.0778,0.1369,0.3073,0.1704,0.1119,0.0916,0.1419,0.1615
s056,7,20,0.1661,0.1269,0.0654,0.1142,0.2586,0.1709,0.2176,0.1489,0.1683,0.1114
s056,7,21,0.1334,0.1124,0.0728,0.1105,0.2529,0.2464,0.1589,0.1035,0.1437,0.1273
s056,7,22,0.1374,0.0935,0.081,0.1393,0.2512,0.2393,0.1633,0.0573,0.157,0.1038
s056,7,23,0.1041,0.13,0.0544,0.1441,0.2311,0.2142,0.1317,0.0797,0.1462,0.1149
s056,7,24,0.126,0.1187,0.0612,0.1642,0.2394,0.1461,0.1312,0.0692,0.1408,0.1466
s056,7,25,0.1569,0.1401,0.1042,0.1857,0.2333,0.1481,0.1364,0.0813,0.1417,0.1202
s056,7,26,0.11,0.1153,0.0501,0.139,0.2354,0.1734,0.1362,0.0884,0.1612,0.1389
s056,7,27,0.1187,0.1464,0.1022,0.1498,0.2464,0.4171,0.1188,0.0897,0.1364,0.1328
s056,7,28,0.1371,0.1253,0.062,0.1717,0.3854,0.1438,0.0956,0.1034,0.1475,0.1133
s056,7,29,0.1086,0.1225,0.0749,0.1467,0.2638,0.1278,0.1014,0.0988,0.1396,0.1157
s056,7,30,0.1542,0.1101,0.082,0.1312,0.2396,0.1876,0.142,0.085,0.1461,0.1123
s056,7,31,0.1374,0.1288,0.095,0.1377,0.2196,0.1398,0.142,0.0699,0.1597,0.1967
s056,7,32,0.1252,0.1253,0.1048,0.1619,0.2537,0.3764,0.1729,0.1042,0.1728,0.1157
s056,7,33,0.1286,0.1185,0.1042,0.177,0.3894,0.2462,0.1386,0.0963,0.1772,0.242
s056,7,34,0.246,0.148,0.164,0.2587,0.2843,0.1137,0.1546,0.0491,0.2339,0.261
s056,7,35,0.1281,0.1135,0.061,0.1883,0.2427,0.1244,0.1273,0.0792,0.1477,0.1183
s056,7,36,0.1719,0.1219,0.0889,0.1919,0.2336,0.1401,0.1217,0.081,0.1369,0.1706
s056,7,37,0.1688,0.1301,0.0834,0.1696,0.2559,0.1383,0.142,0.0583,0.1428,0.142
s056,7,38,0.135,0.119,0.0741,0.303,0.3309,0.1718,0.2604,0.1208,0.1718,0.1096
s056,7,39,0.1437,0.1042,0.0694,0.1743,0.2343,0.1166,0.1194,0.0818,0.1358,0.1088
s056,7,40,0.1682,0.1438,0.1116,0.1648,0.2459,0.1288,0.412,0.1412,0.1773,0.1442
s056,7,41,0.1948,0.1316,0.0998,0.2012,0.3118,0.1072,0.1552,0.076,0.2223,0.0714
s056,7,42,0.1131,0.1296,0.0736,0.1561,0.3337,0.1549,0.1149,0.085,0.1409,0.1281
s056,7,43,0.2247,0.2118,0.1274,0.283,0.2191,0.1523,0.1905,0.0797,0.1929,0.1429
s056,7,44,0.2687,0.1976,0.0578,0.1675,0.2334,0.171,0.1431,0.084,0.2068,0.1392
s056,7,45,0.1859,0.1306,0.1053,0.1614,0.2359,0.1487,0.1312,0.1066,0.1883,0.1085
s056,7,46,0.1466,0.1248,0.0923,0.1411,0.2568,0.1628,0.1378,0.137,0.1683,0.1175
s056,7,47,0.1176,0.1388,0.061,0.1941,0.2494,0.0885,0.1555,0.0837,0.1594,0.1038
